app_id,title,description
1390,Customers can scan to buy,Make it easy for your customers to buy products on their smartphones by giving them one easy-to-scan code.
1390,Track scan metrics,Track how many people scan your codes and make purchases through Shopify analytics.
1391,Donations,Use our app to solicit donations from your community - they can donate any amount they want and their donation is tracked and processed.
1391,Invoice Payments,Invoice your customers any amount you want - even process partial payments or layaway.
1391,Digital Downloads,"This app is great for digital goods, and compatible with the official Digital Downloads Shopify app"
1393,Exponential Increase in sales,Take advantage of Google Street View as a Marketing Tool and take your physical store to online shoppers to increase you product sales.
1393,Product validation made Easy,Shoppers can decorate with our Augmented reality feature and virtually validate the product in their desired environment before purchasing.
1393,Chat with genie (chat-bot),"Shoppers can virtually chat with our dedicated chatbot - ""Genie"", and make product requests just like shopping in a real in-store shopping."
1394,Upsell & Cross-Sell Anywhere,"3 in 1 Sales Booster App.
Engage customers with upsell /cross-sell products. Boost sales with product recommendations, upsell and bogo offer"
1394,Related Product - Upsell,"Easily create widget sliders for Product detail, collection page.With upsell you can setup widgets like Recently View to upsell products."
1394,Live Sales Pop ups,Sales Pop to boost sale & social proof with live sales pop up. Sales pop will let you show off recent sales notifications to build trust.
1395,Recover lost visitors,Recover brings back lost potential customers by making your store's Tab flash when a visitor goes to another Tab.
1395,Make more sales,"You are losing sales every day because of distracted customers.
Bring them back and close more sales with Recover.a"
1395,Increase conversion rate,Convert recovered visitors with a Welcome-Back Popup. Fully customize your Popup with a witty message or video to maximise conversions.
1396,Disable shopify best-Sellers,Don't let your competitor's steal your best selling products! Secure it with just one click.
1396,Super simple no coding needed,"Install the app, activate and just like magic, the option to sort your bestselling products will  disappear."
1396,Very Secured app,"A simple app that makes it harder for others to know what sells well in your store even if they use the ""?sort_by=best-selling"" parameter"
1397,Reduce Abandoned Cart,You will see a great reduction in Abandoned Carts & cancel order as  customers can edit cart variants - edit orders in cart until last page
1397,Change Cart Experience,Customers will see edit cart option on the cart pages improving their Edit Orders experience. Change order at cart reduces Abandoned Carts
1397,Edit Cart Immediately,Customers can edit cart - Edit Orders at Cart page within no time. Edit Variant or Change Variant on Cart Page and minimize Abandoned Carts
1398,Reach more shoppers,Sell to a global audience by automatically converting your prices into the currencies your shoppers are visiting from
1398,Always accurate,Coin's exchange data provides timely conversions based on the latest rates
1398,Automatic conversions,Give your visitors a seamless shopping experience with our commercial-grade GeoIP detection that converts prices automatically
1399,Instant SMS alerts,Instant SMS alerts to US & Canada users with order related information
1399,No need to set up SMS gateway,No need to set up a SMS gateway. Just install and use
1399,Ability to customize templates,Ability to customize SMS templates
1400,Showcase your products on mobi,Display your products with high-resolution images and multiple images in a clean tile format
1400,No additional configuration re,Works with your existing site & payment gateway. No special configuration required!
1400,No coding required,"You don’t need any technical expertise to create your app, all you need is to connect Apptuse with Shopify and you're done!"
1401,Simple Store Locator,Add Google Maps with store locations to your Shopify store!
1401,20+ Customization Options,Powerful maps management component in Admin zone
1401,Quick and Easy Install,Setting your store up for our maps takes less than 15 minutes
1402,Instant SMS alerts,Instant SMS alerts to Europe users with order related information
